date,lobby,game,team,ign,playfabid,placement,kills,damage,date,date num,is_fun_match,playfabid2
2024/06/04 18:12:09,6FF98B,4,H,TOTALS,,7,0,167,2024-06-04,45447,0,
2024/06/05 18:51:32,423AB8,0,A,S.A.O._MAX.I.CAN,2E0C8F5E8A7957C4,2,1,815,2024-06-05,45448,0,2E0C8F5E8A7957C4
2024/06/05 18:51:32,423AB8,0,A,K1NGZ,D3770494E8B19C1A,2,5,1799,2024-06-05,45448,0,D3770494E8B19C1A
2024/06/05 18:51:32,423AB8,0,A,Chino__0,2072A9F47383F728,2,4,1296,2024-06-05,45448,0,DEBC974F6F52CCCC
2024/06/05 18:51:32,423AB8,0,A,TOTALS,,2,10,3910,2024-06-05,45448,0,
2024/06/05 18:51:32,423AB8,0,B,S.A.O PeterpanFLEX,39FC372721AE0FDC,5,1,523,2024-06-05,45448,0,7FBE610C56B5FE41
2024/06/05 18:51:32,423AB8,0,B,GO~SHoVVTiMeX,3570FF8FBC6530D4,5,0,348,2024-06-05,45448,0,3570FF8FBC6530D4
2024/06/05 18:51:32,423AB8,0,B,GO_Lester,BF7F7755642452B8,5,2,85,2024-06-05,45448,0,B6395EBFD2459486
2024/06/05 18:51:32,423AB8,0,B,TOTALS,,5,3,956,2024-06-05,45448,0,
2024/06/05 18:51:32,423AB8,0,C,GO_STOOOBE,121559C6C39206B5,4,1,135,2024-06-05,45448,0,121559C6C39206B5
2024/06/05 18:51:32,423AB8,0,C,GO_Maverick,C88B28FFE600C77E,4,2,579,2024-06-05,45448,0,C88B28FFE600C77E
2024/06/05 18:51:32,423AB8,0,C,GOxPinkpwnage,A4024C179571E5B9,4,1,486,2024-06-05,45448,0,A4024C179571E5B9
2024/06/05 18:51:32,423AB8,0,C,TOTALS,,4,4,1200,2024-06-05,45448,0,
2024/06/05 18:51:32,423AB8,0,D,JerryTrucksALot_SIN,2FE12663EF7B6471,3,1,445,2024-06-05,45448,0,2FE12663EF7B6471
2024/06/05 18:51:32,423AB8,0,D,HMONG_SIN,5A677F2FD3A95637,3,3,714,2024-06-05,45448,0,5A677F2FD3A95637
2024/06/05 18:51:32,423AB8,0,D,Unethiqll,A527858EBF698A17,3,2,348,2024-06-05,45448,0,A527858EBF698A17
2024/06/05 18:51:32,423AB8,0,D,TOTALS,,3,6,1507,2024-06-05,45448,0,
2024/06/05 18:51:32,423AB8,0,E,GOxSami,7236D5DED53B1204,6,0,380,2024-06-05,45448,0,7236D5DED53B1204
2024/06/05 18:51:32,423AB8,0,E,GO_colinthe5,3343CDAF52D0E5E2,6,2,1271,2024-06-05,45448,0,3343CDAF52D0E5E2
2024/06/05 18:51:32,423AB8,0,E,VIPxGlocknheels,C12AACEAC9CE276,6,0,496,2024-06-05,45448,0,B2EB5AF7D9C8E673
2024/06/05 18:51:32,423AB8,0,E,TOTALS,,6,2,2147,2024-06-05,45448,0,
2024/06/05 18:51:32,423AB8,0,F,Solace.45,59A7AE9B0B4DC954,1,1,234,2024-06-05,45448,0,EF699F5DAD20ECB
2024/06/05 18:51:32,423AB8,0,F,TTV.Cryptic,EC31CDD3C3C9DDEF,1,0,165,2024-06-05,45448,0,EC31CDD3C3C9DDEF
