ign,pfid,mapfid,go_rating,rating30plus
takuya,F97DB4814565BB5,F97DB4814565BB5,1114,1394
Malibu_1984,3B4BA5ED5C54F19C,3B4BA5ED5C54F19C,1113,1525
giantbob321,31B5320BAEA09713,31B5320BAEA09713,1113,1471
WWW_Abstract333,69375EE11D2F2F99,69375EE11D2F2F99,1111,1391
VOLXX,A17ECD3B707C3CBD,A17ECD3B707C3CBD,1110,1436
VRS_Chocolate_Wings,5FED9C5A66FD5828,5FED9C5A66FD5828,1110,1424
The_Real_DirtyDan,4660DDBD6E92418B,4660DDBD6E92418B,1109,1574
VRS_SnickleFritzA,C0CC9BF2009A9CCE,C0CC9BF2009A9CCE,1109,1428
slofster,8BFF19B93354B42,8BFF19B93354B42,1109,1374
ARES_DoKkO,2B31F9FB0F0D47FC,2B31F9FB0F0D47FC,1109,1447
ENO_DizzzyVR,F0D1582BC6FBD3FE,F0D1582BC6FBD3FE,1108,1463
SourGirlUWU69,A0D013686B73B9EF,A0D013686B73B9EF,1108,1608
custard_creams,41B7A0F2D963773,41B7A0F2D963773,1107,1436
Holdox_Norway,90A6631DB024FEFA,90A6631DB024FEFA,1107,1438
Definitely_Not_Juice,A0AA5F11CF97A82F,A0AA5F11CF97A82F,1106,1571
Inz29_NCC,137D1FA8480C64AA,137D1FA8480C64AA,1106,1534
Cbrad19,FB978B6BBEF29C9F,FB978B6BBEF29C9F,1105,1041
Rizzful_Reeces,4D8C1AF8DD48E58E,FB978B6BBEF29C9F,1105,
dannov,A241467829682FF9,A241467829682FF9,1104,1472
itschuta,A04EA3A2DD18041E,A04EA3A2DD18041E,1104,1399
VRS_Breezy,D495B5AC55F08B60,D495B5AC55F08B60,1104,1459
ELITE_IvanRT153,5500F4F3A9AF767B,5500F4F3A9AF767B,1103,1504
MR.Bubs,F6B46E52BD7E475C,F6B46E52BD7E475C,1103,1424
Mybikegotstolen13yearsago,B0DE3B1F96BBED66,B0DE3B1F96BBED66,1102,1513
Dokdo_Donghae,5BBED31CCDBCFB95,5BBED31CCDBCFB95,1102,1484
dadaodadao,DBA24A8AD8CE8238,DBA24A8AD8CE8238,1102,1348
ilecim,30A9C6CF21012E6C,30A9C6CF21012E6C,1100,1566
LouisTiKo_HTTA,EE916CC7A144C0AA,EE916CC7A144C0AA,1100,1481
Saga,85CAB3018DB07C88,85CAB3018DB07C88,1100,1453
ARES_Arsonist,D768C00CC25D72C2,D768C00CC25D72C2,1099,1326
Smiggy100,759206D82CF0999,759206D82CF0999,1098,1442
ZazieTheBeast,5C7D412D447664A5,5C7D412D447664A5,1098,1437
831playboy,3F9105D0C2699E1C,3F9105D0C2699E1C,1098,1374
cavazosfam3,9F43DAE62075F6F8,9F43DAE62075F6F8,1098,1453
Casemir,5C412502BAB0BCE1,5C412502BAB0BCE1,1097,1389
Buster Cherry,73371D9B4E432918,73371D9B4E432918,1096,1544
Danny5247,86B7A4B265CBE515,86B7A4B265CBE515,1096,1394
Jrodkid,9ADAAF18A385D7FA,9ADAAF18A385D7FA,1096,1483
ChngeMyMind,77F6FBCCDC0A6BF6,77F6FBCCDC0A6BF6,1095,1568
aredk1ng,9EB9FD69E219B6B6,9EB9FD69E219B6B6,1095,1579
APOPO_younghun,FCCC7D76445900B1,FCCC7D76445900B1,1094,1430
DABOUTmoto,8BAFC4BBD4D77AA5,8BAFC4BBD4D77AA5,1094,1212
S.A.0._.KINGZ,A016F0FB2280C066,A69C1CF885686847,1092,
S.A.O._.CHAL0,1324F332F2AEE577,A69C1CF885686847,1092,
S.A.O._.K1NGZ,A69C1CF885686847,A69C1CF885686847,1092,1413
SAO._.K1NGZ,87023E350F5230FB,A69C1CF885686847,1092,
AwP-Stoppable_SIN,D6033EFA21E9FF2C,D6033EFA21E9FF2C,1092,1472
Eviljester799_JAC,4F6933069E63CA8A,4F6933069E63CA8A,1092,1426
THE NOOB,23E66F075A1F9D0E,23E66F075A1F9D0E,1091,1434
Scary_Kozmuff,E2662C5E6A65B8C3,E2662C5E6A65B8C3,1091,1400
FlipIt,D015057EF1C9A7B7,D015057EF1C9A7B7,1091,1344
TTP.Pooterpanda,9E80B8CE04014816,9E80B8CE04014816,1090,0
BOMBATOMIK_SIN,3E92BD2D2CDEA2A,3E92BD2D2CDEA2A,1090,1455
Elephant_ghost,1A3C16DEE2078B67,1A3C16DEE2078B67,1089,1420
yofam,D58728195CFFF860,D58728195CFFF860,1089,1459
KyleAmes12,37680BF7CF6363A0,37680BF7CF6363A0,1089,1464
SKS_Lord_Flatulance,5C8A7F898AD18099,5C8A7F898AD18099,1089,1421
PsYcho_Dor_isr,F920D3102DDACBC5,F920D3102DDACBC5,1089,1461
NoSouP4u_,ECAB84C5CCB64419,ECAB84C5CCB64419,1088,1433
UnFrancais,CB027B019FDF3863,CB027B019FDF3863,1088,1408
The_Venom_SIN,4B9053F972D61985,4B9053F972D61985,1087,1399
AOE_DarkKnight,E5919BE861AAA5B1,E5919BE861AAA5B1,1087,1498
TTP.Fair,646C711C9E8CCA8E,646C711C9E8CCA8E,1086,1347
Jasakido.NB,DE7C342876302D0D,DE7C342876302D0D,1085,1457
GO_SHARK,E15CAAD0003430E3,E15CAAD0003430E3,1085,1130
PPL-Z.A.I.D.D.E.N,1BC3E2E7AA443FBA,1BC3E2E7AA443FBA,1085,1459
IFF-ESP-JASPER,D4C1F5E4267A2F0B,D4C1F5E4267A2F0B,1084,1535
SenBug_NCC,F11623D48D908434,F11623D48D908434,1083,1379
NaterPotater,DD85186511695AC4,DD85186511695AC4,1082,1321
Syne-,F7977E3D2AB55841,F7977E3D2AB55841,1081,1490
itsjinx_bro,D4DE0F1B8CCDF4B2,D4DE0F1B8CCDF4B2,1081,1532
Lejwaani_swe.nb,806CBF6937E3C2B4,806CBF6937E3C2B4,1081,1438
Mecc,FCB768E5B044BC89,FCB768E5B044BC89,1081,1500
lozerluvsyou,25CA1AC7A1B94C6,25CA1AC7A1B94C6,1081,1442
xKaleb,75CF85CACF282EC5,75CF85CACF282EC5,1080,1447
KIN_RICEM0NSTA,DF1833C1D6158A34,DF1833C1D6158A34,1079,1365
smkDAZ_SIN,9F30EB1FB2D3DB12,9F30EB1FB2D3DB12,1079,1462
Pax_Predathor,3B51CB7B0148267E,3B51CB7B0148267E,1079,1492
jashangill,CDDA8E70CFBFA34F,CDDA8E70CFBFA34F,1078,1347
CIC_Mr.Kadono,F951EF813DB679B,F951EF813DB679B,1078,1505
michael_com,56FBA6B66B29FF50,56FBA6B66B29FF50,1077,1351
ferzkape,FE9ED4312BEE1856,FE9ED4312BEE1856,1077,1503
KattenMusen10tusen,F5766E156714B883,F5766E156714B883,1076,1541
Provolown,62D75D8FC9785191,62D75D8FC9785191,1076,1533
SAO’s worst player,80A2C18B4B098566,80A2C18B4B098566,1076,1495
JackGPT,35C2D99A6E66DD55,35C2D99A6E66DD55,1076,1491
SgtFuzz48,937C03439FCE41AA,937C03439FCE41AA,1076,1360
Beakerman007,41BBD50C7746158A,41BBD50C7746158A,1076,1343
DisruptingVisuals,F477E7AEF02740C9,F477E7AEF02740C9,1075,1324
TWP_Conman02,46BF9FF42169A610,46BF9FF42169A610,1075,1408
ZeroCooL6,915829915E29ECE,915829915E29ECE,1075,1435
Denying,D7AF76EF487ADD44,D7AF76EF487ADD44,1075,1372
CremePie_SIN,51DE354FF3E9EACA,51DE354FF3E9EACA,1073,1450
God_luck2u,C8964D1431F3283,C8964D1431F3283,1072,1182
Charlie.Babcock.C.S.,E20E834338C4AE4B,E20E834338C4AE4B,1071,1374
hotmessmom,FE17543EF5B6B4F1,FE17543EF5B6B4F1,1068,951
Gods_Judgment,E829F81F36E64B45,E829F81F36E64B45,1068,1421
Russian_Vodka,3CA72D1014C83B00,3CA72D1014C83B00,1067,1509
vrcheddar,6092B7F4BB0EDE22,6092B7F4BB0EDE22,1067,1356
Scary_TANAKATARO,29C6BEB551885430,29C6BEB551885430,1067,1381
WanderingGenji,B985D870EEC737A,B985D870EEC737A,1066,1404
BruceBruce.NB,D5542F47DD53DDF0,D5542F47DD53DDF0,1065,1418
OMEGA_Vantage,DC195B48542FD9B2,DC195B48542FD9B2,1063,1412
mfS_sk888smooth,90AA70BC0CC2D4FA,90AA70BC0CC2D4FA,1063,1483
HarryCotter_PHA,5DD18E14858CE803,5DD18E14858CE803,1062,1373
ENO_VonFrizzly,119C54240481B2F9,119C54240481B2F9,1061,1437
idunnotim,F385C11A1768B15A,F385C11A1768B15A,1060,1276
Designer_Tim,90178304BC9D9DE8,90178304BC9D9DE8,1060,1484
RBL_T3N,550FEF229F7AFF1B,550FEF229F7AFF1B,1060,1175
IFF-FR-Mowrice,2C77122D84E6FBD,2C77122D84E6FBD,1060,1379
IrieVR,735321E35993FAC0,735321E35993FAC0,1058,1418
SleepyJoeBiden,B0E52B0761329378,B0E52B0761329378,1058,1377
snitselz,404BC1167EFE6431,404BC1167EFE6431,1058,1394
Godly,F3064D2628E40F3F,9F978EFF55DF57F7,1058,
SAO_S1MPLYG0DLY,9F978EFF55DF57F7,9F978EFF55DF57F7,1058,1257
Lilbrains,E9A8212E43ABC5C3,E9A8212E43ABC5C3,1058,1407
GO_IRONKNUCKLEZ,DECE5E4CE6396B2E,DECE5E4CE6396B2E,1057,1271
M.I.A_Isaac_29,1F3C8B55C2A997AE,1F3C8B55C2A997AE,1057,1443
Chacha,6FF5894915789C17,6FF5894915789C17,1057,1377
Dreamteam89,1189B518FF6E38C3,1189B518FF6E38C3,1057,1324
III7Death,69EBD8451A2A3D1E,69EBD8451A2A3D1E,1055,1351
Chillixed,F04CA0C471018E3C,F04CA0C471018E3C,1055,1391
mostlyghostly899,3F0C8980BD7F7547,3F0C8980BD7F7547,1055,1440
HMONG_SIN,24EEDA735E4BAAF4,24EEDA735E4BAAF4,1055,1539
Douhan D. SVEA,D354BE72D799A175,D354BE72D799A175,1055,1410
BFF_Rueebli,A8B819718C493985,A8B819718C493985,1054,1349
Nuns7,B1FE8E26A6A230B5,B1FE8E26A6A230B5,1053,1453
Rafeal-,DB32BA71CC299BC8,DB32BA71CC299BC8,1053,1360
Kfreestone,657DF52B40AC015A,657DF52B40AC015A,1053,1450
Oozeygoose,F4D781A7D4FC34ED,F4D781A7D4FC34ED,1053,1439
jewishguy18,1231408FDE2AEBC7,1231408FDE2AEBC7,1052,1404
ARM_Bubba.TTV,DEF751C9760F6742,DEF751C9760F6742,1052,1412
S.A.O_MILLYSFAV,3E29D7A9EE806988,3E29D7A9EE806988,1052,1294
Jonah_TCH,5F7F6073C0A2CDAA,5F7F6073C0A2CDAA,1051,1444
dannynolife,5068E83A78750B82,5068E83A78750B82,1051,1439
LORIN_VR,7CE54A275A808695,7CE54A275A808695,1050,1318
NND_Trentisonfire,950318427E14378F,950318427E14378F,1050,1443
jackyogirl,3ED4E123CB1BC5C4,3ED4E123CB1BC5C4,1048,1327
isabell. <3,8DC6051B1879E5CA,8DC6051B1879E5CA,1048,1329
OMEGA_Baddie,520B18E988A8B26A,520B18E988A8B26A,1048,1371
CompleteGuarantee,85DA29B1C4B078F,85DA29B1C4B078F,1047,1363
SV_Ahspen-SWE®,EC1980BC5EB9D302,EC1980BC5EB9D302,1047,1438
justhes,909090C283F4B8E9,909090C283F4B8E9,1047,1383
DC_OMG,C40D79EE9AF5A8D1,C40D79EE9AF5A8D1,1046,1298
AieKillYou,B138D05DFB972B65,B138D05DFB972B65,1045,1419
BNasty1,4F0857486FA8B8B1,4F0857486FA8B8B1,1045,1367
xNightmid,227F252D93519834,227F252D93519834,1044,1366
Jrad446,328C2160593A54E6,328C2160593A54E6,1044,1265
AOC_Klegend8,49EB868DA7602266,49EB868DA7602266,1043,1402
VRS_DeathTheKid6,D4CC2108E41CC504,D4CC2108E41CC504,1043,1195
Nothatguypal,77FB987259A65F56,77FB987259A65F56,1042,1329
VRS_Philophosaurus,82BB45C189B4B061,82BB45C189B4B061,1041,1282
TTV_HeyItsFinnVR,67D3C8800A6757EA,67D3C8800A6757EA,1041,1357
Mickz.T,E388D0C77DA66C57,E388D0C77DA66C57,1039,1461
Jonas,43F98A6A6D537697,43F98A6A6D537697,1038,1406
Freddymac.NB,9CCA356DD0AF7B65,9CCA356DD0AF7B65,1038,1404
A3Blackshot,EEA69AA4469DFFDA,EEA69AA4469DFFDA,1037,1312
IFF_FR_GUR,5FD5C9F4F5A44158,5FD5C9F4F5A44158,1036,1343
_Tatted_,C64D8BA9CD9D5676,C64D8BA9CD9D5676,1036,1404
TTP.chase1223.POD,9070764BE8ABC182,9070764BE8ABC182,1036,1035
BadBoys_MO,2EEDC894BA480458,2EEDC894BA480458,1036,1357
pintaiL,E024F25DC55EDBEC,E024F25DC55EDBEC,1036,1399
Tiaagra,2EB0C4C7B56B6F59,2EB0C4C7B56B6F59,1034,1410
QuaTarious_2148,7F9A9FD67AF39CBC,7F9A9FD67AF39CBC,1034,1477
chives152,49EA70D55001E24B,49EA70D55001E24B,1034,1385
LlamaGod24,F27E8256FA0A2096,F27E8256FA0A2096,1033,1466
hiiragiT,92A5F46BE5AE1EA0,92A5F46BE5AE1EA0,1033,1358
Featherith,B8D14E4FB2B722F4,B8D14E4FB2B722F4,1032,1395
px_guason2k,39B5F5E7D38BD084,39B5F5E7D38BD084,1032,1370
NAA-Foltaz,C2EF08F71C667E8E,C2EF08F71C667E8E,1031,1275
IFF-UK-JOKERR_VR,A4017D0C912BD425,A4017D0C912BD425,1030,1395
VIPxGloxi,B2EB5AF7D9C8E673,B2EB5AF7D9C8E673,1030,1373
VIPxGloxi,C12AACEAC9CE276,B2EB5AF7D9C8E673,1030,
AURELIUS_AVE,5C6E2952678D0796,13E63D7F87632869,1029,1388
AVE_AURELIUS,9C2F382633A0075,13E63D7F87632869,1029,
SKS_AURELIUS,13E63D7F87632869,13E63D7F87632869,1029,1165
Dafflorian,5C31639AE6321E0C,5C31639AE6321E0C,1028,1347
Yazgoth,F82889D38304878C,F82889D38304878C,1028,1370
VRS_ZEUS,CCABF096F1221D4F,CCABF096F1221D4F,1028,1287
TheParA,8D8825B68690D35,8D8825B68690D35,1028,1363
hetap,238EB41D8E60B4A8,238EB41D8E60B4A8,1028,1371
Chemimbalance,920D1B39AB3137B1,B7461ECCDF5F0B2E,1028,
VRS_Chemimbalance227,B7461ECCDF5F0B2E,B7461ECCDF5F0B2E,1028,1384
Fonyan,16F158FDB9B2B025,16F158FDB9B2B025,1027,1287
Gemstone2,BC9137CEE7C6B68F,BC9137CEE7C6B68F,1026,1301
Budd_y,DBF7B6ACFC28D4F4,DBF7B6ACFC28D4F4,1025,1209
VIPxCaleb,2188A97FF206D528,2188A97FF206D528,1025,826
AWP_DADDY,E96D74FD704448BD,E96D74FD704448BD,1025,1411
RBL_TRUNKZ,BF7400886E48B4A3,BF7400886E48B4A3,1023,1457
Hater1981,78148A82A882EA7B,78148A82A882EA7B,1022,1322
ytmikkelvr,8258728F2C5D1C4B,8258728F2C5D1C4B,1021,1428
JAB42,3980B16E663DA754,3980B16E663DA754,1019,1423
N_H_L0024_TTV,803EA912481896EE,803EA912481896EE,1018,1374
fizzikal,8B95285A82FB7662,8B95285A82FB7662,1018,1457
RezMe,318BAD3D36740B10,318BAD3D36740B10,1018,1313
Jads46,151124FB9DCE4091,151124FB9DCE4091,1017,1289
Stason17,579321B097A7ADFC,579321B097A7ADFC,1017,1447
VIPxA$CE,4A054DCC790C24A2,3C451C712FB045E0,1016,
VIPxACE,3C451C712FB045E0,3C451C712FB045E0,1016,1107
FunkyBunch3,ED44562F557E0053,ED44562F557E0053,1016,1359
DSOW_MR_GRANDPAPPI,D7A37F55DAEEE722,D7A37F55DAEEE722,1016,1356
CurseofCain,EB15784D3BA37E9D,EB15784D3BA37E9D,1016,1345
Butterylung,F9E4043F1282460C,F9E4043F1282460C,1016,1356
FinnEgan2007,9AE45E27BE32D765,9AE45E27BE32D765,1015,1364
winterbirdie,7B96A7B25E1E5CF7,7B96A7B25E1E5CF7,1015,1313
clappdaddy,D43F8FD027F7B59D,D43F8FD027F7B59D,1014,1347
Tay_G,778447F294ADBFA6,778447F294ADBFA6,1013,1277
SOLDERLESS366,89245CC7F3EFA61A,89245CC7F3EFA61A,1013,1283
charles.ed,5D88115084F8C45F,5D88115084F8C45F,1012,1352
THC_Dream_King,3DA0B5BAAC29D2C1,3DA0B5BAAC29D2C1,1012,1367
TTV_MrPrezeyVR,1C7412914F1764F5,1C7412914F1764F5,1011,1338
BryMan112_SIN,99C187EA699A498C,99C187EA699A498C,1010,1359
REXRYAN,48E69DFCAA05C842,48E69DFCAA05C842,1009,1354
RAMB0Y,28DF665ED243D77F,28DF665ED243D77F,1009,1307
Sparticus_,8168E7E7C4C564BA,8168E7E7C4C564BA,1008,1341
PastaTheRatTTV,94775A42D753BC4B,94775A42D753BC4B,1008,1216
okkck,DEBC974F6F52CCCC,DEBC974F6F52CCCC,1008,1139
quzn,F65967B61EAFC751,F65967B61EAFC751,1007,928
FriedAg2,2050B38177AC30B2,2050B38177AC30B2,1007,1437
RBL.FAVIO_R,2FE62FF407C43427,2FE62FF407C43427,1005,1328
allangoods2021,1C3EF8409822D553,1C3EF8409822D553,1004,1278
DookieSweats.NB,F8B6FEC47632A40C,F8B6FEC47632A40C,1004,1389
Corn_Pop,7594F0A10AE18A87,7594F0A10AE18A87,1003,1051
GeorgeKessel,7E77CBECDD9FAF78,7E77CBECDD9FAF78,1003,1438
tekniqi_WWW,412A3D2FC34814D3,412A3D2FC34814D3,1003,1363
_QN_,3DA86E18D09E29E4,3DA86E18D09E29E4,1002,1376
Popem.and.Dropem,742BAE03879E70AD,742BAE03879E70AD,1002,1288
Bendoudou,1FE1674B0EA9BFC3,1FE1674B0EA9BFC3,1002,1232
THC_FreshOffTheRip,D9E4FDA05EE8A681,D9E4FDA05EE8A681,1001,1207
TTP.JasonPlays,C219C20BDF255AE6,C219C20BDF255AE6,1000,1140
QuizWhiz77,1E0AA1831B7FB8B9,1E0AA1831B7FB8B9,999,1418
NSAagentZERO,8C44CF14B05941FB,8C44CF14B05941FB,998,1361
1Kaler,83D90C9CB4A4FABC,83D90C9CB4A4FABC,998,1458
XavDaSlav,B5C703F0A0D1D903,B5C703F0A0D1D903,998,1302
MUgenti12,7684C841951CC499,7684C841951CC499,998,1237
The_One11,E1571B6B44B32EA,E1571B6B44B32EA,997,1417
squishycheeks,D4C1C6848035C131,D4C1C6848035C131,997,1340
Woodzyy,490E89030C31216A,490E89030C31216A,997,1265
THC_BertaBud,9BDC06894E9DC21C,9BDC06894E9DC21C,996,1269
IFF-BE-Robinwood,AD8E40F5FFFA4C5B,AD8E40F5FFFA4C5B,996,1416
009db,2AE0B4D6C3D8A4FA,2AE0B4D6C3D8A4FA,996,1306
VIPxSami,7236D5DED53B1204,7236D5DED53B1204,996,876
helloBeauTEEfuI,3DB3B4C184947919,3DB3B4C184947919,995,1217
helloBeauTEEful,97A718B9C0358436,3DB3B4C184947919,995,
helloBeauTEEful,9F69803F0848292C,3DB3B4C184947919,995,1177
3LAU-,8880CBC14F03348A,8880CBC14F03348A,995,1253
Kurus,F46958D59432AC29,F46958D59432AC29,995,1327
Half_Al1ve,7D01298912E30EBC,6C94F59B1E5B27,994,
Half_Alive,6C94F59B1E5B27,6C94F59B1E5B27,994,1041
SAKURAcheese,1A79786FCA339278,1A79786FCA339278,994,1026
Tman919212,73B0734EA29CBF58,73B0734EA29CBF58,993,1256
takuya,165D18867DCE3448,165D18867DCE3448,992,1259
xDanger,ACF8BCC4E428A426,ACF8BCC4E428A426,991,1269
xXxSmittyTTV,AA642EE3B3A2AA2F,AA642EE3B3A2AA2F,991,1266
gCL-,DE802195419DD8D2,DE802195419DD8D2,991,1231
Mr.ColdShotta,74A21D3E0DA49324,74A21D3E0DA49324,991,1134
SALKOGI,94D8B4B484699CF4,94D8B4B484699CF4,989,1272
Kingslayer402,7397BB23BF94748C,7397BB23BF94748C,989,1290
Tiffins.89,42DCA0DB5A0AB7C2,42DCA0DB5A0AB7C2,989,1006
albert_rambaudi,3942F5AEA6C5A4A1,3942F5AEA6C5A4A1,988,1377
RBL_JerkyRice,B99F31ACFBA9D229,B99F31ACFBA9D229,988,1318
Morpheus,DCD07BAB01F6033E,DCD07BAB01F6033E,987,1225
2fast2furiouss,E5C4D8DB7E46253F,E5C4D8DB7E46253F,987,1423
MTSxReaper-YT,4C1A688CFBD972C6,4C1A688CFBD972C6,986,1196
TLP_SILAS,C294EBE6B1FE0E95,C294EBE6B1FE0E95,986,1406
LA.CH.PZ_Rambo,1AC1AAEC344F7F70,1AC1AAEC344F7F70,986,1332
S.A.O YoPapi,5B6F3C96C8EC8648,5B6F3C96C8EC8648,986,956
YoPapi,8C2A22B362816ADB,5B6F3C96C8EC8648,986,1386
TONMSC,6DA8B96437EB0350,6DA8B96437EB0350,986,1375
Tomathan,6C298028FD3F964A,6C298028FD3F964A,986,1326
SXS-NiclasCeder,EDB5A77827FFEF44,EDB5A77827FFEF44,985,1276
IFF-FR-Octavior,796004D8AA316096,796004D8AA316096,985,1313
DustyStone,3C227BF40A11D6CF,3C227BF40A11D6CF,985,1398
TBID725,EF3335BC2FA5CF1E,EF3335BC2FA5CF1E,985,1307
SKS_FatCheeze,9596FB26BE5BCBE4,9596FB26BE5BCBE4,985,1157
IFF-BE-Sphyrna63,FBED80714B6D346F,FBED80714B6D346F,985,1272
Sionic097,92BF8EFD62AF1B4D,92BF8EFD62AF1B4D,985,1506
HGH_Johnny,804F607CC7B2509A,804F607CC7B2509A,984,1295
PX_Wilhelm,CA8466A9A756995A,CA8466A9A756995A,984,1247
curry_,C633B2E9395C478E,C633B2E9395C478E,984,1257
dheinz,1565A704C6E1765F,1565A704C6E1765F,984,1317
Dogmom08,7B870058651B349A,7B870058651B349A,984,1326
IFF-ESP-Alex4_8,C06C69BDD00382D0,C06C69BDD00382D0,982,1275
theKledde,C76F0D54F1C83BE,C76F0D54F1C83BE,982,1283
TTVToeKnee2050,9C3B20F4B01DBB21,9C3B20F4B01DBB21,981,1145
OMEGA_AKb1tch,9F57ECB161C12532,9F57ECB161C12532,981,1145
Mr._.Ferrari,ACC91C345732CA5E,80FC434787259182,981,
RBL_Mr._.Ferrari,80FC434787259182,80FC434787259182,981,1355
VIPxEEtime_app,33800D5C452519FE,33800D5C452519FE,981,1287
xBURGx,AC8759DA84BC67BB,AC8759DA84BC67BB,980,1317
VRS_NinjaNex,A351ED91CACA86C3,A351ED91CACA86C3,979,1232
gliTch_nuT,4B1F2A70A0E3938C,4B1F2A70A0E3938C,979,1280
Mottfia,B590E576C26B3BA9,B590E576C26B3BA9,978,1232
Landon.xd_SIN,EB7EA93A528574A1,EB7EA93A528574A1,978,1291
xRiskiestWheat,93A2344443E4F73,93A2344443E4F73,978,675
SIN_OmegaHavox,77DCBFEABAE4FCC0,77DCBFEABAE4FCC0,978,1228
FastoreX,849C74E32DA6AD8F,849C74E32DA6AD8F,978,1210
GO_JohnHarple,AA7052852F3FFDB4,AA7052852F3FFDB4,977,1386
hmlufc,515FE93B4DD376F0,515FE93B4DD376F0,977,1268
IFF_UK_Fattyy,6E0FB4634142621F,6E0FB4634142621F,977,1339
colt_LT,BC3D6FBFAD9F402C,BC3D6FBFAD9F402C,976,1210
stuje1,18ADF7AEAC225CE6,18ADF7AEAC225CE6,976,1193
harryithink,675A5A137A431AEE,675A5A137A431AEE,976,1224
P.A.I.N,5210BC0B3AD63CB7,5210BC0B3AD63CB7,975,1385
Krios,436623B402C9A0F,436623B402C9A0F,975,1329
r4upe,8D23CB324856502E,8D23CB324856502E,975,1183
RBL_Elliott,790F7ACB99C1BE25,790F7ACB99C1BE25,975,1325
The_Elliott,325BDDA357F5625A,790F7ACB99C1BE25,975,
THC-Agronalin,B2C60CBB9BF26B64,B2C60CBB9BF26B64,974,1268
FlapJackPack,D44574679FDB392D,D44574679FDB392D,974,1285
JaayDub,EC6AB8AAE789BC87,EC6AB8AAE789BC87,973,1342
Weller107.NB,8B9F781EADFB8ABC,8B9F781EADFB8ABC,973,1236
pikpukpak,16D391A7E894AE74,16D391A7E894AE74,972,1235
Error503,84BBB05355C4317C,84BBB05355C4317C,972,1274
VIPxJasonStone,305DC36789D31176,305DC36789D31176,971,944
LqrsLT,A40DD972E8F602AE,A40DD972E8F602AE,971,1246
LoneSamurai007,53D30921DAA8FFBC,53D30921DAA8FFBC,970,1308
Yuria_Zeatic,8E5121B281A5CBED,8E5121B281A5CBED,970,1228
DeLEECHious,BD525BB3438B4499,BD525BB3438B4499,970,1165
Mistar_Boombastic,AAD3CA047FE2598E,AAD3CA047FE2598E,970,1250
SKS_Nasty_lootgoblin1,28233FB5496238CF,28233FB5496238CF,970,1298
BENJAMINxBANKS,C26E7FEA42A67F7F,C26E7FEA42A67F7F,969,1192
LEV-VEL,973FC51D61214DFB,973FC51D61214DFB,969,1306
VRS_DeeeeezBoyz,6F393499D2076796,6F393499D2076796,969,1319
RBL_Shinybear,7C4E7B2BE5152030,7C4E7B2BE5152030,968,0
HowIMetYourMother_,15D68C46D40D0064,15D68C46D40D0064,968,1307
J_0_R_D_A_N,8E07D04977E575D5,8E07D04977E575D5,968,1321
BOBO.39,B864335427BF31DE,B864335427BF31DE,968,1342
Drewzoid,C8F90269C96BBCFA,C8F90269C96BBCFA,967,1229
GO_BABsJohnBro,290C1E25CEE59C4B,290C1E25CEE59C4B,967,1052
ueethegreat,C13C34867C90D3BB,C13C34867C90D3BB,967,1329
Jaguar_Regent,C312A2786F4B7A62,C312A2786F4B7A62,967,1203
user69696969696969,AD9DB27E4E8C9306,AD9DB27E4E8C9306,966,1254
RACKEMW1LL1E,606D03E043C374A5,606D03E043C374A5,966,1274
RACK_EM_WILLIE,E4AC85F0AF5365AC,606D03E043C374A5,966,
xRackEmWillie,BA09FEC2EA741EFC,606D03E043C374A5,966,
IFF_FR_BloodRain,444725A94F23EA4C,444725A94F23EA4C,966,1259
SoftWarmBlanket_SIN,A47968FB71BCEA64,A47968FB71BCEA64,965,1204
PipeDoc.NB,16DABA1107FEF320,459F73E9DD5F5850,965,
PipeDoc.NB,459F73E9DD5F5850,459F73E9DD5F5850,965,1314
BuffaloBeels,947CE555A9703730,947CE555A9703730,965,1419
Leo_Bee,C871998953FA3CA7,C871998953FA3CA7,964,1291
ShitOnU,494811E98AD47CD2,494811E98AD47CD2,963,1174
III7Black,1F8C8B9B57E60B99,1F8C8B9B57E60B99,963,1335
SLYFISTING,DB16180278BC148B,DB16180278BC148B,963,1211
ClappinCheeeks,16C931BC7B387341,16C931BC7B387341,963,1286
Masterballer4_SIN,6DD757647DE884D7,6DD757647DE884D7,963,1277
WheatIey,10BF36AD2DA059C1,10BF36AD2DA059C1,963,1235
tigerabrodi,4FCE6ED3648F3CBD,4FCE6ED3648F3CBD,962,1301
APat32_,1B7FDDF3221D08B3,1B7FDDF3221D08B3,962,1313
GO_HoneyGUN,45DD74DB9EFF84F4,45DD74DB9EFF84F4,961,1042
THC-Crypto4x,B706FD2374D24171,B706FD2374D24171,961,1011
Yo_Chico,88D64E69641BD605,88D64E69641BD605,960,1247
VIPxMighty_Brooks,74D4AC7A3CF26AFA,74D4AC7A3CF26AFA,960,1330
Magrev,3DA50447AC5144EC,3DA50447AC5144EC,959,1317
HGH_Caidenn2626,DEE51F0B7F373C98,DEE51F0B7F373C98,958,1334
GO_RobotStop,C63E7138083B98BC,C63E7138083B98BC,958,1072
Mr.HODLGANG,420A572CA0505EFF,420A572CA0505EFF,958,1191
Hk_Lukedv,6FF4BDCADDE406EC,6FF4BDCADDE406EC,957,1200
KempyWalesJr,7CBF663AB01A2F2E,7CBF663AB01A2F2E,957,1292
SV_EnzoTheViking,250447370316A377,250447370316A377,956,1269
